Hour,20Q,40Q,50Q,159Q,325Q,1L,2L,3L,RiverH,LakeH,10F,335F,10B,61B,10C,335C
43,3293.40797282614,1323.35061952107,751.06266768522,46.3419223264877,-207.671650626834,151.516235351562,133.030059814453,158.390090942383,220,167,0,8862.27193866918,-12.8506967868043,90.94891657608,0,0
44,2208.0576156852,820.951840903049,180.506558664558,24.2900674431865,-167.031155322366,149.529235839844,130.094421386719,157.157363891602,220,167,0,7995.97662297086,-11.0642175941471,94.176264521085,0,0
45,-2966.95854704912,-772.389240715198,-283.500301751405,-35.5107975111727,-115.47469743971,148.991912841797,129.409149169922,157.138671875,220,167,0,13572.6650984583,3.93553163156278,135.404524088039,0,1
46,-3743.59334251554,-1288.70159332299,-503.311839660821,-78.3397254924507,-65.6643658257789,150.130294799805,130.461059570312,158.215682983398,220,167,0,13200.5662618259,-1.98585126299701,134.772077349493,0,1
47,-458.25641969523,-651.681213444687,-521.542526413256,14.6732586602216,-64.9486178296686,151.405639648438,132.239959716797,158.803283691406,220,167,0,7749.4637051813,0.600811652542993,90.2219938795624,0,0
48,-1193.46318779398,-918.727486087162,-567.890668728857,-5.08745536686579,-43.5857005863363,152.345138549805,134.240997314453,158.958786010742,220,167,0,7689.14462966303,9.02796158990569,91.5975449814844,0,0
49,-3314.04427375397,-1580.06711448223,-704.932268658276,-119.982043345685,71.4999903305676,153.620788574219,136.537200927734,159.47021484375,220,167,3439.3959796411,7434.39888381713,40.6271134445144,89.8973219527091,1,0
50,-2193.27052517037,-1072.07610810622,-413.198846912273,-41.728716115453,56.1393632253954,155.868545532227,139.335922241211,160.692337036133,220,167,3385.86600941675,7430.44459447997,42.275368711151,94.0426758288975,1,0
51,-1509.80449683746,-613.934896778067,-195.671851299487,-24.3580150873868,40.4351788953483,157.451568603516,141.072189331055,161.535583496094,220,167,3387.58483615022,7427.48907451793,41.6069370235819,93.2913101416461,1,0
52,-897.238756952361,-338.929741806557,-104.236802127157,-13.3041390198354,-14.2711009018743,158.458694458008,141.936569213867,162.089340209961,220,167,3301.29654898964,7739.08411141768,42.3883363875373,98.5190751895229,1,0
53,-366.314578737372,536.805970870311,227.013684981203,4.25106841483502,-82.0638758602201,158.799179077148,142.340667724609,162.418563842773,220,167,3296.70052834321,7786.07170041668,40.3845005902474,90.2259132576275,1,0
54,379.408860856221,618.716461267461,447.972984480681,12.329469325323,-108.117714078373,158.116149902344,141.569107055664,162.530349731445,220,167,3551.23906380682,8504.74576708464,34.1192873129815,98.5781741833349,1,0
55,-251.978906857971,-7.85194484180153,160.328901975434,-1.84564103906643,-68.7463311500494,157.187240600586,139.704055786133,162.414459228516,220,167,3777.53554405315,7800.48661396653,40.4311519534571,97.016258503951,1,0
56,-1068.00929614602,-694.402354029963,-193.856226901053,-9.19882861424732,30.8586029485274,157.230682373047,139.016860961914,162.497375488281,220,167,3464.97064718867,7494.55391726467,38.9340396762549,92.270273029016,1,0
57,-1435.49232384103,-909.528108759349,-350.346084364237,-25.4195903312732,41.5359593279195,158.236511230469,139.787796020508,162.913269042969,220,167,3369.62676642721,7907.86755756811,37.7064527327157,90.8742315929263,1,0
58,-1926.25776458269,-887.126539481378,-393.440165443674,-38.9755697954184,53.5766523177075,159.473846435547,141.208557128906,163.510681152344,220,167,3407.64861431412,7135.38957709237,30.7112851982982,95.2023812134354,1,0
59,-2491.1967953879,-1161.03227979922,-553.476991010837,-60.4141470312863,64.3611535385657,160.857666015625,142.945724487305,164.255905151367,220,167,3276.30666905921,6785.91085126867,37.4193459650566,91.9507826674213,1,0
60,-2725.65257002114,-1215.32392026144,-621.203994098723,-90.7959921992595,69.2438969087268,162.431869506836,145.246200561523,165.195114135742,220,167,3260.56041745354,6475.43703204284,43.4657934892744,91.2900482765735,1,0
61,-3157.65330480582,-1284.26321900217,-629.707549793087,-116.012110863395,56.8427009586536,164.109603881836,147.726196289062,166.299896240234,220,167,3335.59898725779,7252.86608913711,45.4707573736337,91.947820758725,1,0
62,-3163.71277536657,-1217.01342851244,-618.042685966245,-124.321469725425,69.9474968068134,165.850326538086,150.237686157227,167.517654418945,220,167,3000.12020022922,6547.2026213822,43.1502195654538,92.3430124587862,1,0
63,-1021.55101149479,553.552570163288,-352.087975948731,-12.1397850043079,-98.7757103010137,167.509582519531,152.807342529297,168.724548339844,220,167,0,7091.7015680748,6.44406101927422,89.9140259174402,0,0
64,-694.028794969111,447.830756783896,-125.854225620795,3.14355768104533,-111.314777252884,166.825592041016,154.370010375977,169.171020507812,220,167,0,7034.51573842006,3.83640075308884,93.8136163186672,0,0
65,934.698638035404,787.371328832495,322.88707947646,18.5467767908133,-145.539816662894,166.110427856445,155.022003173828,169.426727294922,220,167,0,7430.14621637318,1.01431888906184,93.9663441317911,0,0
66,2422.8429054416,1231.39912775868,669.786262497924,29.4843403630735,-181.88609019892,164.95539855957,153.679382324219,169.094711303711,220,167,0,7589.87205385675,-11.7651022676139,92.38363304425,0,0
67,3128.96022960594,1395.5882158225,802.648730835989,30.4605332557806,-194.310185132928,163.204116821289,150.970626831055,168.181381225586,220,167,0,7432.02792014418,-12.2497716597399,93.070680475049,0,0
68,3161.73598901996,1421.22372898577,718.691026707963,25.5361252578235,-191.017400379398,161.26106262207,147.689559936523,167.046249389648,220,167,0,8269.0862928855,-5.15168392099759,92.5961831420838,0,0
69,3112.29818479529,1230.17049379355,565.445033633718,40.0343393761205,-184.090747047703,159.307083129883,144.663772583008,165.807998657227,220,167,0,7403.07563930005,-6.55158480808717,90.4826190184219,0,0
70,2462.00295068558,866.498787058306,321.309134034304,21.4270187166098,-174.760594207817,157.521286010742,142.2734375,164.639205932617,220,167,0,8478.16698534634,-9.07316358270532,91.0421246064399,0,0
71,1707.91147073783,418.918765462181,125.561073051027,23.8761677182772,-147.954070416662,156.299865722656,140.842895507812,163.721298217773,220,167,0,8131.63670787014,-10.2419488766428,92.7036320970687,0,0
72,749.66384051738,-325.41763244969,-105.536271680295,16.4145016013433,-110.041194651735,155.684066772461,140.423004150391,163.072250366211,220,167,0,7827.98073493042,-4.78580723375759,99.8012741385715,0,0
73,-1650.40491246071,-1155.92057301761,-376.78164061112,-29.5624171924756,52.9671252436965,156.057525634766,140.853851318359,162.755416870117,220,167,3703.95204651491,7966.94776447345,39.8854740552933,96.7459906213974,1,0
74,-2118.87734759096,-1101.49572548592,-383.358312255072,-33.1483401107039,57.1601735067134,157.739440917969,142.229248046875,163.395599365234,220,167,3161.56527555192,7225.91359075065,43.4037828367638,89.7993367260638,1,0
75,-2051.58685104868,-1133.77137712182,-450.237111544227,-47.3417456499065,54.1436667808726,159.416152954102,143.916259765625,164.16975402832,220,167,3522.60958311079,7898.07580466973,42.3874572627822,97.7168706562303,1,0
76,-1247.53196900546,-770.888447634197,-294.938981756745,-29.659398841326,32.7430289250861,161.032669067383,145.670547485352,164.997497558594,220,167,3481.24916354851,7635.5229472367,41.0485988093233,98.1648057867618,1,0
77,-718.269874796031,123.463787497716,75.98341035198,-12.8070586482446,-61.1702195582112,162.031311035156,146.838958740234,165.527786254883,220,167,3720.19722072947,7087.34570254889,40.0390306124644,94.8285552492131,1,0
78,142.047512046364,640.168765400841,460.823704574197,6.56308647258519,-103.182192690893,161.743682861328,146.377288818359,165.779891967773,220,167,3703.02011281403,7538.12103850109,33.7243916410095,98.6167909531967,1,0
79,-38.7582105637134,166.13053896262,270.349142384889,0.627684679665662,-79.5192073022147,160.822891235352,144.482681274414,165.696044921875,220,167,3578.11153545097,7848.25203413911,40.9360754459018,93.7045350187766,1,0
80,-679.830836819541,-594.05886876594,-97.4542938790198,-10.6096342379771,18.3467850622357,160.57585144043,143.533599853516,165.723281860352,220,167,3384.06925150015,7847.54806267856,39.7866446593473,91.7791574727673,1,0
81,-1310.23871309345,-646.900164941349,-239.951836176576,-12.934677827068,32.3280338874877,161.432006835938,143.983200073242,166.018676757812,220,167,3423.35299185679,7120.49386791696,39.6681936493885,95.3533661387287,1,0
82,-1810.69523142144,-887.074149832604,-409.5029204755,-29.8238499974815,50.2326425103822,162.507186889648,145.102386474609,166.498779296875,220,167,3192.46538784944,7486.88396280074,44.588463685634,95.3748397214535,1,0
83,-2126.96451382427,-949.382002166547,-466.71188255395,-47.8548803134675,51.2285748121035,163.784469604492,146.643402099609,167.150115966797,220,167,3637.00103767791,7035.87027324276,36.4993205001235,88.506887388409,1,0
84,-2997.8422563146,-1171.771494356,-610.528928683093,-90.8933046911679,70.0306862674739,165.162078857422,148.64680480957,167.938751220703,220,167,3487.70483839665,6764.49111803122,45.6168384175727,97.5827811101743,1,0
85,-2892.60346778351,-1053.09424313871,-522.004887967003,-83.4727890058285,62.3028256407904,166.84342956543,151.105621337891,169.024612426758,220,167,3237.71447527613,7262.41341100585,42.2892883225859,97.8579731453113,1,0
86,-2073.95765227863,-651.772236070376,-374.202254637198,-40.7622462937419,36.2952557390246,168.370819091797,153.23649597168,170.085525512695,220,167,3364.36913583608,6987.2849453823,38.0643339876631,90.3899892516746,1,0
87,1113.14653688603,1146.56152058568,113.147412684537,15.9217339986117,-154.932776592628,169.315383911133,154.759704589844,170.859924316406,220,167,0,7499.6789438353,-1.21230848435741,92.5545109354019,0,0
88,1895.15538285394,1221.21884038087,444.573653396137,28.0905244834706,-182.318196220458,167.76286315918,154.2412109375,170.416122436523,220,167,0,7675.81138978232,-5.94846644989289,95.8259620169245,0,0
89,3632.47646499233,1832.65588540533,972.794850972659,44.9497474126051,-229.691896333613,165.99739074707,152.434310913086,169.66535949707,220,167,0,8078.49568503105,-20.6596531731808,98.594271660401,0,0
90,4715.30617656778,2086.87439187435,1120.83276636475,62.3280243638823,-247.186925109831,163.42578125,148.498626708984,168.255905151367,220,167,0,7415.68534994412,-17.737499492002,103.339547032198,0,0
91,4901.54982050422,2004.12283122764,1118.76499397636,52.5084275892081,-241.260830317458,160.461837768555,143.89323425293,166.486938476562,220,167,0,8339.84406544239,-23.2524695978137,93.5505438438995,0,0
92,4588.41923384715,1835.63373973455,911.537169630448,59.2265373435974,-238.277867868436,157.564468383789,139.227737426758,164.676132202148,220,167,0,7693.08828857494,-17.44496980479,95.0380881120323,0,0
93,3542.27849863218,1318.51340409721,515.429226760884,45.097850204485,-204.432260986751,154.900054931641,135.406005859375,162.926055908203,220,167,0,7788.6853341849,-18.638635824792,91.7808752924251,0,0
94,2154.16232569539,539.576740677472,0.485979787756627,21.9092086358538,-154.132651262006,152.997253417969,133.399032592773,161.588653564453,220,167,0,7975.69703358341,-9.69962183004237,92.418603221565,0,0
95,1197.8990964894,-343.523814581517,-260.668295987396,21.9043994793934,-106.382552726333,152.314102172852,133.315765380859,160.78694152832,220,167,0,8065.59159726643,-8.71280893082183,89.5585643525011,0,0
96,-168.118457893327,-637.400314171082,-434.699026429279,18.4036224147493,-65.550559109003,152.807861328125,134.425521850586,160.368865966797,220,167,0,8349.10031907875,-1.23738370316533,93.5789971446264,0,0
97,-2434.95604265482,-1396.00802868856,-503.621362748421,-49.0633748072059,71.1938021471968,153.749526977539,136.148803710938,160.471710205078,220,167,3337.21954202745,7743.57922059061,35.864329732613,89.311772592113,1,0
98,-2598.09695033146,-1290.31545467029,-552.192003365671,-57.9819727210451,71.7829271264919,155.701614379883,138.279876708984,161.354598999023,220,167,3272.11888006728,8004.37193803704,38.1260530420369,98.6772522964934,1,0
99,-1784.83949869525,-988.917679409351,-365.776243202142,-30.2318058402231,50.7903752587184,157.596252441406,140.570709228516,162.314712524414,220,167,3638.22581259776,7257.08980540791,42.5477931989273,100.322685312665,1,0
100,-909.573821898723,-462.530160337168,-208.358777627671,-19.4819630477957,29.5116640982663,158.891799926758,141.940231323242,162.953765869141,220,167,3531.83950989361,7929.43647864339,41.818014461566,88.5798013717067,1,0
101,-410.966367202357,304.769976183322,49.936450147405,0.562025074631181,-71.1610447155532,159.626571655273,142.78791809082,163.355010986328,220,167,3524.83091063453,7264.95463129847,39.1078141416016,91.915178824746,1,0
102,-65.2685001346372,502.971445677476,304.625256592369,6.21747079599994,-103.38714730516,159.244476318359,142.499557495117,163.569595336914,220,167,3949.63626118837,8558.6052237598,38.8951300815761,94.343374575213,1,0
103,-256.12787621995,-217.003724985612,110.954953294324,-5.53283377627687,-38.9142081382935,158.51838684082,141.165252685547,163.618713378906,220,167,3631.23672566334,7373.55987222703,34.8579753746841,93.3332132255388,1,0
104,-1673.08099389375,-910.929392615132,-322.870059214516,-24.1528785636512,41.9254376279964,158.809692382812,140.72135925293,163.77864074707,220,167,3374.52594942531,7822.1721799099,39.8009921070448,94.7314536594071,1,0
105,-2005.3556955892,-1012.00473545603,-437.162900127112,-33.371078954366,51.5558430527881,160.067810058594,141.967376708984,164.382659912109,220,167,3340.53045339377,7482.45390559347,39.2223002444339,95.020649079051,1,0
106,-2230.75221513061,-1059.20505284844,-490.464332014943,-52.1799627615324,66.0289844486256,161.433044433594,143.74299621582,165.103057861328,220,167,3274.93930529862,7313.70325567719,40.9803298664708,89.6014197218984,1,0
107,-2402.16091667478,-1014.17832955583,-625.263265861397,-61.4377353360322,63.9256042131544,162.950668334961,145.696105957031,165.969329833984,220,167,3262.6828952055,7822.58760127178,45.6842125285959,91.5481487142924,1,0
108,-2905.20928995707,-1241.043986668,-607.09698805543,-93.0802611660597,64.3555656039313,164.508056640625,148.077239990234,166.93034362793,220,167,3460.36393000449,7057.74295112246,38.0700050228395,95.2403195441307,1,0
109,-3723.42365399107,-1411.21610346092,-747.599735493174,-165.648027898019,72.2635931942895,166.15446472168,150.505661010742,168.042236328125,220,167,3189.6102524788,7276.12240569849,41.2023154703385,88.6924188709427,1,0
110,-3031.57512070588,-1165.04788757035,-640.700614702756,-123.558311501755,60.5271097670845,168.14567565918,153.412246704102,169.449768066406,220,167,3416.28276054236,7151.31008582672,44.0356033483002,99.9752200611199,1,0
111,-99.6246248874195,1001.61210296676,-62.6864535616759,-1.05088858078364,-135.010238522694,169.734756469727,155.879013061523,170.648681640625,220,167,0,7046.85476534815,-2.784344164843,88.42448724865,0,0
112,1805.5096893052,1142.91867696988,454.552308254808,19.6188025998583,-170.054766106845,168.410125732422,156.159576416016,170.645172119141,220,167,0,6751.99548120969,-6.1921857947339,92.49680880136,0,0
113,3065.06459541048,1731.10302433984,868.441341536978,32.9496459173195,-224.254512193738,166.713195800781,154.34001159668,169.996292114258,220,167,0,7881.60106121567,-14.0232906348823,85.6070738106262,0,0
114,3307.59742835696,1633.29665421346,856.389102979084,32.2840195594566,-216.257750941667,164.419937133789,150.816192626953,168.819946289062,220,167,0,7279.08820203094,-13.9807278343435,93.6268966021632,0,0
115,2970.2744997331,1355.33167179795,724.505772604018,33.2829689163694,-198.019286560817,162.1416015625,147.391662597656,167.534362792969,220,167,0,8045.14065315187,-16.1119992275737,97.8718713986637,0,0
116,2742.48826439408,1101.0339732523,461.551286321543,25.3273437068272,-174.936816764973,160.212539672852,144.441711425781,166.376251220703,220,167,0,7952.1821008012,-5.52001136576601,96.4629574727909,0,0
117,2176.70406545943,728.313214050643,231.262449570643,26.7940080968882,-167.416061170303,158.698379516602,142.515411376953,165.366821289062,220,167,0,7753.78292673857,-4.01023591745363,93.9376246808547,0,0
118,1432.36496187309,399.964991592812,11.0108025195735,19.1282611166811,-137.705308779712,157.552871704102,141.53742980957,164.554672241211,220,167,0,7238.96579276841,0.128954313681164,90.2572878899213,0,0
119,1111.48948013066,198.465259453476,-82.5189366801558,20.594933613311,-126.022100113432,157.057479858398,141.476196289062,163.999114990234,220,167,0,7449.46738735917,0.81531035930276,101.9343320802,0,0
120,560.333830005185,-163.404344519194,-132.045271488048,15.3854322945256,-107.342063910893,156.834609985352,141.791687011719,163.570251464844,220,167,0,7311.68875836013,0.853664947001576,97.8618181726712,0,0
121,-1309.79033519768,-999.767009777588,-206.537686214946,-21.6642574485832,44.647080064876,157.121643066406,142.268417358398,163.335510253906,220,167,3282.83163375803,6496.61407096868,38.7051724076886,93.2533611575127,1,0
122,-913.434493123983,-676.523298142722,-87.6108176721921,-8.88283947279846,28.0961562267686,158.530410766602,143.123062133789,163.831283569336,220,167,3546.9926561424,8239.54835315554,41.2409205514418,90.3233235890717,1,0
123,-31.0748080167181,-217.980743296825,89.1652618083524,-5.63141802425369,-29.2929371859494,159.469024658203,143.498764038086,164.153594970703,220,167,3655.03440025492,7289.16456318074,38.2055481470276,88.7989502761554,1,0
124,-79.6492972895814,195.164338232238,97.808950549434,-3.92783432681469,-57.9467941061341,159.743103027344,143.187652587891,164.219711303711,220,167,3363.40875943823,7636.00547050135,37.1319364375739,96.0322586633139,1,0
125,436.089363340362,493.757182780095,269.247950973316,7.24839106204499,-94.1899722051543,159.53596496582,142.815338134766,164.215225219727,220,167,3580.6299624795,7379.45970005561,34.6718126848878,95.2584016338504,1,0
126,551.631629742869,569.125027702492,457.75390122494,2.97281416144368,-105.766633517704,158.893661499023,141.718338012695,164.057113647461,220,167,3709.93797526159,7876.89624025391,34.9836409396564,99.6237657607996,1,0
127,-768.278090876648,-645.480701103638,-65.2642106963656,-2.39962691539996,-9.27970219581773,158.155624389648,140.027465820312,163.873504638672,220,167,3767.36374152515,8365.55640968514,39.4566126060675,90.7075394598996,1,0
128,-1578.81010716622,-908.131748466709,-362.656927683934,-30.6411361922109,51.7423923806813,158.962738037109,140.369918823242,164.161285400391,220,167,3466.07602781314,8288.42403925214,43.2916249150197,100.444943383872,1,0
129,-1683.24816621443,-859.207947393912,-429.287524070794,-24.1726074365309,35.9905621350755,160.347503662109,141.830383300781,164.809432983398,220,167,3560.56407124242,7270.72933999578,40.5667783192608,92.8455738023059,1,0
130,-2186.62182251146,-1024.70045483375,-464.36309840027,-37.4434708243933,48.4877468144428,161.63298034668,143.452194213867,165.454742431641,220,167,3413.30694441241,6738.22168796992,40.4910272896632,100.426547411287,1,0
131,-2864.22790441407,-1175.73662610577,-640.669676263839,-80.1974286333985,68.6285188602213,163.073806762695,145.378616333008,166.252731323242,220,167,3015.70404146684,6726.47283515629,41.2164404264099,93.8593637092882,1,0
132,-3421.82721475096,-1356.07149540971,-729.413884975041,-148.725797333168,83.5278553253381,164.842254638672,148.042602539062,167.339965820312,220,167,3035.43542259369,7629.56195962652,37.1090091596291,96.8364131310436,1,0
133,-3593.33367491075,-1370.85040841258,-720.253756982491,-156.423143230688,68.8397219877257,166.813385009766,151.057312011719,168.661926269531,220,167,3556.20846204037,6773.05404942243,43.4028212933346,99.9622123601372,1,0
134,-2921.10164527101,-1012.97799821631,-590.32373789213,-104.150974514203,60.7190257583024,168.737930297852,153.942047119141,170.028335571289,220,167,3449.18940357346,6726.02662084587,41.4007733955709,89.5323614818828,1,0
135,-756.842876207932,685.721957813316,-258.03362933711,-6.55426524810101,-117.228755561999,170.236099243164,156.274948120117,171.166305541992,220,167,0,6629.38259105215,4.25529202375234,95.7568286977704,0,0
136,-299.293077723304,725.437460311283,-50.491110295747,14.1056612860271,-121.105967501571,169.247833251953,157.36994934082,171.462326049805,220,167,0,7435.39006755031,-0.65525269103492,94.5639551096253,0,0
